Y,Temp,Humidity,Wind Speed,Weekend,Region,TimeOfDay
2645.422345,25,1.00,9.3,0,Mumbai,Afternoon
2555.291272,25,0.94,6.2,0,Mumbai,Afternoon
2522.040466,26,0.94,4.6,0,Mumbai,Afternoon
2537.427442,26,0.94,6.7,0,Mumbai,Afternoon
2536.364818,27,0.94,4.1,0,Mumbai,Afternoon
2525.512847,27,0.94,4.6,0,Mumbai,Afternoon
2519.262977,28,0.89,5.1,0,Mumbai,Afternoon
2506.6925,27,0.94,6.2,0,Mumbai,Afternoon
2485.579424,27,0.94,5.7,0,Mumbai,Afternoon
2450.935192,28,0.89,4.6,0,Mumbai,Afternoon
2378.02403,27,0.89,9.8,0,Mumbai,Evening
2344.131905,26,0.94,8.7,0,Mumbai,Evening
2377.174139,27,0.89,8.7,0,Mumbai,Evening
2396.099033,27,0.89,4.6,0,Mumbai,Evening
2401.04702,28,0.79,8.7,0,Mumbai,Evening
2353.905649,27,0.89,5.7,0,Mumbai,Evening
2290.572142,27,0.89,5.7,0,Mumbai,Evening
2200.960158,28,0.84,5.7,0,Mumbai,Evening
2123.056798,28,0.84,8.7,0,Mumbai,Night
2040.896182,28,0.89,7.7,0,Mumbai,Night
1980.610111,28,0.79,7.7,0,Mumbai,Night
1908.685114,28,0.84,8.2,0,Mumbai,Night
1831.348174,28,0.84,7.7,0,Mumbai,Night
1707.562155,28,0.84,8.2,0,Mumbai,Night
1625.571102,28,0.84,9.3,0,Mumbai,Night
1556.677936,27,0.89,7.2,0,Mumbai,Night
1511.85634,28,0.84,8.2,0,Mumbai,Night
1478.764694,27,0.89,6.2,0,Mumbai,Night
1458.755331,28,0.84,6.2,0,Mumbai,Night
1440.455633,28,0.84,7.2,0,Mumbai,Night
1428.160824,28,0.84,7.2,0,Mumbai,Night
1425.864454,27,0.89,6.2,0,Mumbai,Night
1424.820035,27,0.89,6.7,0,Mumbai,Morning
1477.889837,27,0.89,7.7,0,Mumbai,Morning
1546.770519,27,0.94,6.2,0,Mumbai,Morning
1638.250286,28,0.84,5.7,0,Mumbai,Morning
1696.12868,28,0.84,5.1,0,Mumbai,Morning
1772.042026,28,0.84,7.7,0,Mumbai,Morning
1873.376677,27,0.89,5.7,0,Mumbai,Morning
2018.642983,27,0.89,9.3,0,Mumbai,Morning
2164.755539,28,0.84,6.7,0,Mumbai,Morning
2311.126599,28,0.84,3.6,0,Mumbai,Morning
2450.840008,28,0.84,3.6,0,Mumbai,Morning
2542.494539,28,0.84,5.7,0,Mumbai,Morning
2625.924789,28,0.84,5.1,0,Mumbai,Morning
2662.756684,28,0.84,5.1,0,Mumbai,Morning
2665.091543,28,0.84,5.1,0,Mumbai,Afternoon
2652.728077,28,0.84,8.2,0,Mumbai,Afternoon
2619.957349,28,0.84,6.7,0,Mumbai,Afternoon
2527.899199,28,0.84,5.7,0,Mumbai,Afternoon
2498.086445,28,0.84,7.2,0,Mumbai,Afternoon
2515.435348,27,0.94,4.1,0,Mumbai,Afternoon
2513.419328,26,0.94,7.2,0,Mumbai,Afternoon
2495.621034,27,0.89,4.1,0,Mumbai,Afternoon
2483.994071,27,0.89,7.7,0,Mumbai,Afternoon
2477.126807,27,0.89,5.7,0,Mumbai,Afternoon
2454.673359,27,0.89,7.2,0,Mumbai,Afternoon
2436.856861,28,0.84,5.1,0,Mumbai,Afternoon
2400.390617,28,0.84,6.2,0,Mumbai,Evening
2371.203578,28,0.84,4.6,0,Mumbai,Evening
2367.208468,28,0.84,5.7,0,Mumbai,Evening
2386.119838,28,0.84,3.6,0,Mumbai,Evening
2390.715697,28,0.84,6.7,0,Mumbai,Evening
2356.033496,28,0.84,5.1,0,Mumbai,Evening
2298.62998,27,0.89,3.6,0,Mumbai,Evening
2205.19973,28,0.84,7.2,0,Mumbai,Evening
2128.383439,28,0.84,7.2,0,Mumbai,Night
2046.558827,28,0.84,7.2,0,Mumbai,Night
1979.590658,28,0.84,4.6,0,Mumbai,Night
1894.133985,28,0.89,4.6,0,Mumbai,Night
1809.803391,28,0.89,4.1,0,Mumbai,Night
1748.680953,28,0.89,5.1,0,Mumbai,Night
1668.251846,28,0.84,5.1,0,Mumbai,Night
1602.21575,28,0.84,4.1,0,Mumbai,Night
1549.970353,28,0.84,6.2,0,Mumbai,Night
1513.289816,28,0.84,6.2,0,Mumbai,Night
1488.223759,27,0.89,6.2,0,Mumbai,Night
1468.343909,28,0.84,4.1,0,Mumbai,Night
1454.126183,28,0.84,7.2,0,Mumbai,Night
1452.269323,28,0.84,7.2,0,Mumbai,Night
1451.621242,27,0.89,5.7,0,Mumbai,Morning
1504.641111,28,0.84,6.2,0,Mumbai,Morning
1573.055758,28,0.84,7.7,0,Mumbai,Morning
1651.232186,28,0.84,6.2,0,Mumbai,Morning
1722.496099,28,0.84,6.7,0,Mumbai,Morning
1813.607615,28,0.84,6.2,0,Mumbai,Morning
1931.527099,28,0.84,5.7,0,Mumbai,Morning
2080.464475,28,0.84,7.7,0,Mumbai,Morning
2243.101009,28,0.84,3.6,0,Mumbai,Morning
2405.302195,28,0.84,4.1,0,Mumbai,Morning
2536.708624,28,0.89,6.7,0,Mumbai,Morning
2620.493602,29,0.84,6.2,0,Mumbai,Morning
2691.624883,28,0.89,5.7,0,Mumbai,Morning
2706.546864,29,0.84,5.7,0,Mumbai,Morning
2708.556122,29,0.84,4.6,0,Mumbai,Afternoon
2674.875169,29,0.79,6.2,0,Mumbai,Afternoon
2622.600125,29,0.79,6.2,0,Mumbai,Afternoon
2538.624779,29,0.79,5.1,0,Mumbai,Afternoon
2485.719859,29,0.84,5.7,0,Mumbai,Afternoon
2488.692916,29,0.84,5.7,0,Mumbai,Afternoon
2486.560387,29,0.84,8.2,0,Mumbai,Afternoon
2480.831686,29,0.84,4.6,0,Mumbai,Afternoon
2480.538334,29,0.84,5.1,0,Mumbai,Afternoon
2474.700406,29,0.84,5.1,0,Mumbai,Afternoon
2454.414335,27,0.94,9.3,0,Mumbai,Afternoon
2438.118173,28,0.89,9.3,0,Mumbai,Afternoon
2412.332258,28,0.89,8.2,0,Mumbai,Evening
2379.35452,25,1.00,6.2,0,Mumbai,Evening
2370.937793,27,0.94,6.7,0,Mumbai,Evening
2381.556226,28,0.84,4.1,0,Mumbai,Evening
2387.229273,28,0.84,3.6,0,Mumbai,Evening
2357.085717,27,0.84,5.7,0,Mumbai,Evening
2304.648913,27,0.89,6.7,0,Mumbai,Evening
2215.970041,27,0.89,7.2,0,Mumbai,Evening
2152.411318,27,0.89,6.2,0,Mumbai,Night
2072.157495,27,0.89,8.7,0,Mumbai,Night
2003.848955,26,0.94,5.7,0,Mumbai,Night
1921.126079,27,0.89,6.2,0,Mumbai,Night
1839.31291,28,0.84,7.7,0,Mumbai,Night
1766.141163,28,0.89,5.7,0,Mumbai,Night
1681.002809,28,0.89,5.7,0,Mumbai,Night
1621.696141,28,0.89,6.7,0,Mumbai,Night
1574.55789,28,0.84,8.2,0,Mumbai,Night
1542.686986,27,0.94,7.7,0,Mumbai,Night
1513.792781,28,0.89,5.7,0,Mumbai,Night
1493.10361,28,0.84,5.7,0,Mumbai,Night
1477.673983,27,0.89,5.7,0,Mumbai,Night
1473.344429,27,0.89,6.7,0,Mumbai,Night
1477.554874,27,0.89,6.2,0,Mumbai,Morning
1525.586706,27,0.89,4.1,0,Mumbai,Morning
1593.02299,26,0.94,5.1,0,Mumbai,Morning
1678.389681,26,0.94,4.6,0,Mumbai,Morning
1744.563092,27,0.89,5.1,0,Mumbai,Morning
1834.034641,28,0.84,6.7,0,Mumbai,Morning
1949.483512,26,0.94,6.2,0,Mumbai,Morning
2098.584729,27,0.94,5.1,0,Mumbai,Morning
2265.716738,27,0.94,7.2,0,Mumbai,Morning
2426.676896,28,0.89,7.2,0,Mumbai,Morning
2565.045771,28,0.89,7.2,0,Mumbai,Morning
2662.605846,28,0.84,8.2,0,Mumbai,Morning
2734.701446,29,0.84,8.2,0,Mumbai,Morning
2756.565068,30,0.79,6.7,0,Mumbai,Morning
2766.117757,30,0.79,8.2,0,Mumbai,Afternoon
2738.766254,30,0.79,7.7,0,Mumbai,Afternoon
2695.248622,30,0.79,7.2,0,Mumbai,Afternoon
2612.086758,30,0.79,4.6,0,Mumbai,Afternoon
2562.801935,30,0.79,7.2,0,Mumbai,Afternoon
2556.851139,30,0.79,4.6,0,Mumbai,Afternoon
2562.566837,30,0.79,4.6,0,Mumbai,Afternoon
2557.162176,29,0.84,6.2,0,Mumbai,Afternoon
2543.445855,30,0.79,5.1,0,Mumbai,Afternoon
2539.376365,30,0.79,6.7,0,Mumbai,Afternoon
2527.923125,30,0.74,6.2,0,Mumbai,Afternoon
2508.957141,29,0.79,5.1,0,Mumbai,Afternoon
2479.07313,29,0.84,4.1,0,Mumbai,Evening
2448.475502,29,0.84,4.1,0,Mumbai,Evening
2447.977738,29,0.79,5.7,0,Mumbai,Evening
2457.235514,29,0.79,3.6,0,Mumbai,Evening
2440.132633,28,0.84,4.6,0,Mumbai,Evening
2393.916051,28,0.84,5.7,0,Mumbai,Evening
2345.834287,27,0.94,5.7,0,Mumbai,Evening
2270.448871,28,0.89,3.6,0,Mumbai,Evening
2204.176116,28,0.89,3.6,0,Mumbai,Night
2118.534797,28,0.89,3.6,0,Mumbai,Night
2041.146884,28,0.84,6.2,0,Mumbai,Night
1954.251014,28,0.89,3.6,0,Mumbai,Night
1863.42765,28,0.84,4.1,0,Mumbai,Night
1804.199001,28,0.84,4.6,0,Mumbai,Night
1715.005721,28,0.89,4.1,0,Mumbai,Night
1654.698325,28,0.84,3.6,0,Mumbai,Night
1598.356392,28,0.89,4.6,0,Mumbai,Night
1565.900863,28,0.84,4.1,0,Mumbai,Night
1533.868199,27,0.89,4.6,0,Mumbai,Night
1510.290752,27,0.94,3.6,0,Mumbai,Night
1494.089774,27,0.94,3.6,0,Mumbai,Night
1489.694684,27,0.89,3.6,0,Mumbai,Night
1488.875481,27,0.94,3.6,0,Mumbai,Morning
1539.861126,28,0.89,4.1,0,Mumbai,Morning
1604.867887,26,0.94,4.1,0,Mumbai,Morning
1685.730781,26,0.94,6.2,0,Mumbai,Morning
1752.442006,26,0.94,5.1,0,Mumbai,Morning
1836.494331,27,0.84,6.2,0,Mumbai,Morning
1937.58088,27,0.89,6.2,0,Mumbai,Morning
2101.218662,26,0.94,5.7,0,Mumbai,Morning
2298.38812,26,0.94,4.1,0,Mumbai,Morning
2473.780818,26,0.94,8.7,0,Mumbai,Morning
2607.150733,26,0.94,6.2,0,Mumbai,Morning
2702.483096,26,1.00,4.1,0,Mumbai,Morning
2789.714449,25,1.00,7.7,0,Mumbai,Morning
2798.14574,26,1.00,4.6,0,Mumbai,Morning
2803.402684,25,1.00,4.6,0,Mumbai,Afternoon
2774.926142,25,1.00,6.2,0,Mumbai,Afternoon
2734.468948,26,1.00,6.2,0,Mumbai,Afternoon
2653.344429,26,1.00,8.2,0,Mumbai,Afternoon
2623.713201,26,1.00,6.7,0,Mumbai,Afternoon
2632.74368,26,1.00,4.1,0,Mumbai,Afternoon
2634.492354,27,1.00,6.7,0,Mumbai,Afternoon
2633.100489,28,0.94,6.7,0,Mumbai,Afternoon
2624.741496,28,0.94,6.2,0,Mumbai,Afternoon
2619.4341,28,0.89,4.6,0,Mumbai,Afternoon
2606.570269,28,0.89,4.1,0,Mumbai,Afternoon
2576.950484,28,0.89,6.2,0,Mumbai,Afternoon
2541.569749,28,0.89,5.7,0,Mumbai,Evening
2505.586706,28,0.89,6.7,0,Mumbai,Evening
2478.374597,28,0.89,6.7,0,Mumbai,Evening
2474.19172,28,0.89,7.2,0,Mumbai,Evening
2470.639759,28,0.84,7.7,0,Mumbai,Evening
2422.105482,28,0.89,5.7,0,Mumbai,Evening
2364.704567,28,0.89,5.7,0,Mumbai,Evening
2269.287423,28,0.89,5.7,0,Mumbai,Evening
2188.660148,28,0.89,6.7,0,Mumbai,Night
2116.762197,28,0.89,5.7,0,Mumbai,Night
2050.815042,28,0.84,5.7,0,Mumbai,Night
1972.826381,28,0.84,5.1,0,Mumbai,Night
1890.515968,26,0.94,4.6,0,Mumbai,Night
1792.432123,27,0.89,5.1,1,Mumbai,Night
1707.382711,27,0.89,7.2,1,Mumbai,Night
1644.75918,27,0.89,5.7,1,Mumbai,Night
1593.878602,27,0.89,5.1,1,Mumbai,Night
1555.990326,26,0.94,6.7,1,Mumbai,Night
1522.304692,26,0.94,6.2,1,Mumbai,Night
1500.836367,26,0.94,6.2,1,Mumbai,Night
1483.006346,25,0.94,10.3,1,Mumbai,Night
1479.248934,27,0.94,6.2,1,Mumbai,Night
1479.863726,27,0.94,6.7,1,Mumbai,Morning
1513.453136,27,0.94,6.2,1,Mumbai,Morning
1557.227192,28,0.84,8.7,1,Mumbai,Morning
1591.790804,28,0.84,6.7,1,Mumbai,Morning
1616.339332,27,0.89,6.2,1,Mumbai,Morning
1680.613752,28,0.84,5.7,1,Mumbai,Morning
1769.55477,28,0.84,7.2,1,Mumbai,Morning
1882.41964,28,0.84,7.7,1,Mumbai,Morning
2016.859461,28,0.84,6.2,1,Mumbai,Morning
2157.785811,28,0.84,6.2,1,Mumbai,Morning
2301.711224,28,0.84,6.2,1,Mumbai,Morning
2398.214397,27,0.89,7.2,1,Mumbai,Morning
2465.15968,28,0.89,5.1,1,Mumbai,Morning
2509.590138,28,0.84,6.2,1,Mumbai,Morning
2535.64444,29,0.84,4.6,1,Mumbai,Afternoon
2521.875585,29,0.79,5.1,1,Mumbai,Afternoon
2500.617913,29,0.84,4.6,1,Mumbai,Afternoon
2418.486945,27,0.89,6.2,1,Mumbai,Afternoon
2378.067721,28,0.84,4.1,1,Mumbai,Afternoon
2388.526995,28,0.89,5.1,1,Mumbai,Afternoon
2369.87777,28,0.89,5.7,1,Mumbai,Afternoon
2344.672319,29,0.84,5.1,1,Mumbai,Afternoon
2329.100697,28,0.89,7.2,1,Mumbai,Afternoon
2316.902632,28,0.89,5.7,1,Mumbai,Afternoon
2309.380006,28,0.89,6.7,1,Mumbai,Afternoon
2294.814314,28,0.89,6.2,1,Mumbai,Afternoon
2278.30646,28,0.89,6.2,1,Mumbai,Evening
2248.672111,28,0.84,6.2,1,Mumbai,Evening
2239.210444,28,0.84,6.2,1,Mumbai,Evening
2272.433163,27,0.89,7.2,1,Mumbai,Evening
2313.012067,27,0.89,5.1,1,Mumbai,Evening
2300.487881,28,0.84,6.7,1,Mumbai,Evening
2271.316967,28,0.84,5.7,1,Mumbai,Evening
2206.93488,28,0.84,5.7,1,Mumbai,Evening
2140.570582,28,0.84,6.2,1,Mumbai,Night
2063.055758,26,0.94,7.2,1,Mumbai,Night
2008.541038,27,0.89,6.2,1,Mumbai,Night
1951.802767,27,0.89,4.6,1,Mumbai,Night
1887.669822,28,0.84,6.2,1,Mumbai,Night
1799.641631,27,0.89,5.7,1,Mumbai,Night
1721.427754,28,0.84,5.7,1,Mumbai,Night
1666.116717,28,0.84,5.7,1,Mumbai,Night
1619.744097,28,0.84,4.6,1,Mumbai,Night
1581.190055,27,0.89,4.1,1,Mumbai,Night
1548.921773,27,0.89,5.7,1,Mumbai,Night
1521.279517,28,0.84,7.2,1,Mumbai,Night
1497.874233,27,0.89,5.7,1,Mumbai,Night
1493.376677,27,0.89,6.2,1,Mumbai,Night
1495.558098,27,0.89,5.7,1,Mumbai,Morning
1527.029023,27,0.89,5.7,1,Mumbai,Morning
1548.805264,27,0.89,4.1,1,Mumbai,Morning
1552.715593,28,0.84,3.6,1,Mumbai,Morning
1553.066681,27,0.89,6.2,1,Mumbai,Morning
1585.430147,28,0.84,7.2,1,Mumbai,Morning
1631.344533,28,0.84,4.1,1,Mumbai,Morning
1692.768126,28,0.84,6.2,1,Mumbai,Morning
1763.623219,28,0.84,5.1,1,Mumbai,Morning
1839.090815,29,0.79,5.1,1,Mumbai,Morning
1916.517736,29,0.79,4.1,1,Mumbai,Morning
1978.919692,29,0.79,6.2,1,Mumbai,Morning
2035.047332,29,0.74,6.7,1,Mumbai,Morning
2064.370644,29,0.74,6.7,1,Mumbai,Morning
2077.140851,29,0.79,5.7,1,Mumbai,Afternoon
2064.652554,29,0.79,6.2,1,Mumbai,Afternoon
2037.564236,29,0.84,6.2,1,Mumbai,Afternoon
1995.892541,30,0.79,7.2,1,Mumbai,Afternoon
1952.832622,30,0.74,6.7,1,Mumbai,Afternoon
1924.551649,30,0.74,5.1,1,Mumbai,Afternoon
1890.423385,30,0.74,6.7,1,Mumbai,Afternoon
1864.777385,30,0.74,6.2,1,Mumbai,Afternoon
1830.690211,30,0.74,5.1,1,Mumbai,Afternoon
1815.537293,29,0.84,6.2,1,Mumbai,Afternoon
1804.444502,30,0.74,6.2,1,Mumbai,Afternoon
1798.310621,29,0.79,4.6,1,Mumbai,Afternoon
1804.744097,29,0.79,6.2,1,Mumbai,Evening
1819.035681,28,0.84,6.7,1,Mumbai,Evening
1859.841361,28,0.84,3.6,1,Mumbai,Evening
1936.448559,28,0.84,5.1,1,Mumbai,Evening
2004.088214,28,0.84,6.2,1,Mumbai,Evening
2022.98242,28,0.84,4.1,1,Mumbai,Evening
2018.896286,28,0.84,4.1,1,Mumbai,Evening
2000.696973,28,0.84,5.1,1,Mumbai,Evening
1980.124831,28,0.84,5.1,1,Mumbai,Night
1946.355456,28,0.84,5.1,1,Mumbai,Night
1915.378654,28,0.84,6.2,1,Mumbai,Night
1858.376677,28,0.84,6.7,1,Mumbai,Night
1804.422137,28,0.84,6.2,1,Mumbai,Night
1761.725788,28,0.84,5.1,0,Mumbai,Night
1682.392593,28,0.84,5.1,0,Mumbai,Night
1620.744305,28,0.84,5.1,0,Mumbai,Night
1569.682201,28,0.84,5.1,0,Mumbai,Night
1533.285655,28,0.84,6.2,0,Mumbai,Night
1501.97441,28,0.84,6.2,0,Mumbai,Night
1479.59794,27,0.89,4.1,0,Mumbai,Night
1463.66951,28,0.89,4.6,0,Mumbai,Night
1458.201914,28,0.84,5.1,0,Mumbai,Night
1460.794237,28,0.84,6.2,0,Mumbai,Morning
1510.773432,28,0.84,4.6,0,Mumbai,Morning
1582.123687,28,0.84,6.2,0,Mumbai,Morning
1660.115989,28,0.84,6.2,0,Mumbai,Morning
1730.811401,28,0.84,4.6,0,Mumbai,Morning
1817.610007,28,0.84,4.6,0,Mumbai,Morning
1925.936752,28,0.84,6.2,0,Mumbai,Morning
2079.732654,28,0.84,4.1,0,Mumbai,Morning
2269.174035,28,0.84,4.6,0,Mumbai,Morning
2449.663477,28,0.84,5.1,0,Mumbai,Morning
2593.180589,29,0.79,3.6,0,Mumbai,Morning
2682.890357,29,0.84,5.1,0,Mumbai,Morning
2757.957453,29,0.79,3.6,0,Mumbai,Morning
2784.199521,29,0.79,4.6,0,Mumbai,Morning
2795.268907,29,0.84,6.2,0,Mumbai,Afternoon
2760.500884,29,0.84,6.2,0,Mumbai,Afternoon
2717.165817,29,0.84,5.1,0,Mumbai,Afternoon
2635.379174,29,0.84,7.7,0,Mumbai,Afternoon
2602.125767,30,0.79,7.7,0,Mumbai,Afternoon
2601.61448,29,0.84,8.2,0,Mumbai,Afternoon
2608.948299,29,0.79,5.1,0,Mumbai,Afternoon
2612.207948,30,0.74,5.7,0,Mumbai,Afternoon
2602.968376,30,0.74,6.7,0,Mumbai,Afternoon
2596.081868,29,0.84,4.6,0,Mumbai,Afternoon
2577.502861,29,0.79,4.1,0,Mumbai,Afternoon
2548.288776,29,0.84,6.7,0,Mumbai,Afternoon
2510.049412,29,0.84,6.2,0,Mumbai,Evening
2472.928846,28,0.84,6.7,0,Mumbai,Evening
2449.864246,28,0.84,7.2,0,Mumbai,Evening
2449.053365,28,0.84,6.7,0,Mumbai,Evening
2447.857589,28,0.84,5.7,0,Mumbai,Evening
2404.901696,28,0.84,6.7,0,Mumbai,Evening
2348.855196,28,0.84,7.2,0,Mumbai,Evening
2257.25996,28,0.84,4.6,0,Mumbai,Evening
2178.521273,28,0.84,6.2,0,Mumbai,Night
2105.679288,28,0.84,6.7,0,Mumbai,Night
2039.386248,28,0.84,6.2,0,Mumbai,Night
1962.161656,28,0.84,7.7,0,Mumbai,Night
1882.775408,28,0.84,5.1,0,Mumbai,Night
1821.685218,28,0.84,4.1,0,Mumbai,Night
1731.397066,28,0.84,4.1,0,Mumbai,Night
1664.887132,28,0.84,4.1,0,Mumbai,Night
1607.347862,28,0.84,5.1,0,Mumbai,Night
1568.058358,28,0.84,6.7,0,Mumbai,Night
1536.89431,28,0.84,5.1,0,Mumbai,Night
1515.700614,28,0.84,6.2,0,Mumbai,Night
1497.279725,28,0.84,5.1,0,Mumbai,Night
1489.256216,28,0.84,6.2,0,Mumbai,Night
1490.155519,28,0.84,5.7,0,Mumbai,Morning
1534.805992,28,0.84,6.2,0,Mumbai,Morning
1616.2093,28,0.84,6.2,0,Mumbai,Morning
1702.194944,28,0.84,6.2,0,Mumbai,Morning
1766.501092,28,0.84,5.7,0,Mumbai,Morning
1859.109019,28,0.84,7.2,0,Mumbai,Morning
1971.04962,28,0.84,6.7,0,Mumbai,Morning
2120.493602,28,0.84,6.7,0,Mumbai,Morning
2285.502445,28,0.84,7.2,0,Mumbai,Morning
2469.237491,28,0.84,5.7,0,Mumbai,Morning
2620.990846,29,0.79,6.7,0,Mumbai,Morning
2693.567045,30,0.79,7.2,0,Mumbai,Morning
2731.025174,30,0.74,7.2,0,Mumbai,Morning
2749.645792,30,0.79,7.2,0,Mumbai,Morning
2768.995631,27,0.89,6.7,0,Mumbai,Afternoon
2764.602621,28,0.89,6.2,0,Mumbai,Afternoon
2742.708832,29,0.84,6.2,0,Mumbai,Afternoon
2662.78425,29,0.84,8.2,0,Mumbai,Afternoon
2627.362426,29,0.84,6.2,0,Mumbai,Afternoon
2641.623323,29,0.84,7.2,0,Mumbai,Afternoon
2651.277437,29,0.79,7.7,0,Mumbai,Afternoon
2644.703006,30,0.74,6.7,0,Mumbai,Afternoon
2635.033808,29,0.79,5.1,0,Mumbai,Afternoon
2628.582128,29,0.79,6.2,0,Mumbai,Afternoon
2610.384375,29,0.79,6.2,0,Mumbai,Afternoon
2577.191824,29,0.79,5.1,0,Mumbai,Afternoon
2540.677728,29,0.79,5.7,0,Mumbai,Evening
2495.500884,28,0.84,4.6,0,Mumbai,Evening
2465.302195,28,0.84,4.6,0,Mumbai,Evening
2470.818683,27,0.89,3.6,0,Mumbai,Evening
2465.409862,27,0.89,5.1,0,Mumbai,Evening
2415.650681,27,0.84,8.2,0,Mumbai,Evening
2362.848226,27,0.89,5.1,0,Mumbai,Evening
2288.378758,27,0.94,4.1,0,Mumbai,Evening
2214.316551,28,0.84,5.7,0,Mumbai,Night
2135.680329,28,0.84,5.1,0,Mumbai,Night
2069.129824,28,0.84,6.2,0,Mumbai,Night
1994.238011,28,0.84,4.6,0,Mumbai,Night
1909.507438,28,0.84,5.7,0,Mumbai,Night
1850.222615,28,0.84,6.2,0,Mumbai,Night
1762.465411,28,0.84,4.6,0,Mumbai,Night
1700.107667,28,0.84,5.7,0,Mumbai,Night
1639.740976,28,0.84,5.7,0,Mumbai,Night
1599.708728,28,0.84,6.2,0,Mumbai,Night
1569.304067,28,0.84,6.7,0,Mumbai,Night
1546.872985,28,0.84,7.2,0,Mumbai,Night
1531.736711,28,0.84,7.2,0,Mumbai,Night
1525.20077,27,0.84,7.7,0,Mumbai,Night
1526.795485,28,0.84,5.7,0,Mumbai,Morning
1575.532092,26,0.89,9.3,0,Mumbai,Morning
1633.999792,27,0.89,5.1,0,Mumbai,Morning
1720.344325,28,0.84,6.7,0,Mumbai,Morning
1782.173099,28,0.84,7.2,0,Mumbai,Morning
1866.148965,27,0.89,6.7,0,Mumbai,Morning
1988.166025,27,0.94,5.7,0,Mumbai,Morning
2146.641527,28,0.84,5.1,0,Mumbai,Morning
2310.261105,28,0.84,4.6,0,Mumbai,Morning
2476.905753,29,0.79,4.6,0,Mumbai,Morning
2623.018309,29,0.84,6.7,0,Mumbai,Morning
2695.474878,29,0.79,5.1,0,Mumbai,Morning
2751.135962,29,0.79,5.1,0,Mumbai,Morning
2778.34547,29,0.79,7.2,0,Mumbai,Morning
2796.342453,30,0.74,7.2,0,Mumbai,Afternoon
2784.940705,30,0.74,9.3,0,Mumbai,Afternoon
2763.300739,29,0.79,9.3,0,Mumbai,Afternoon
2673.986789,30,0.74,9.3,0,Mumbai,Afternoon
2639.128264,30,0.74,7.7,0,Mumbai,Afternoon
2661.973369,29,0.79,7.7,0,Mumbai,Afternoon
2665.979923,29,0.79,7.2,0,Mumbai,Afternoon
2663.828149,29,0.79,6.2,0,Mumbai,Afternoon
2654.594299,29,0.79,5.7,0,Mumbai,Afternoon
2644.950588,29,0.79,5.1,0,Mumbai,Afternoon
2629.050244,29,0.74,6.2,0,Mumbai,Afternoon
2601.40955,28,0.79,5.1,0,Mumbai,Afternoon
2562.184022,27,0.89,5.1,0,Mumbai,Evening
2523.283054,28,0.84,4.1,0,Mumbai,Evening
2504.493914,28,0.84,5.1,0,Mumbai,Evening
2505.993967,28,0.79,4.1,0,Mumbai,Evening
2487.37959,28,0.79,4.1,0,Mumbai,Evening
2422.714033,28,0.84,4.1,0,Mumbai,Evening
2365.732862,28,0.79,4.6,0,Mumbai,Evening
2291.316446,28,0.84,3.6,0,Mumbai,Evening
2228.232602,28,0.84,3.6,0,Mumbai,Night
2158.494227,28,0.84,3.6,0,Mumbai,Night
2104.605222,28,0.84,4.1,0,Mumbai,Night
2033.818267,28,0.84,3.6,0,Mumbai,Night
1941.141163,28,0.84,3.6,0,Mumbai,Night
